rank,game_name,game_href,geek_rating,avg_rating,num_voters,description,yearpublished,minplayers,maxplayers,minplaytime,maxplaytime,minage,avgweight,best_num_players,designers,mechanics,categories
930,The Lost Expedition,https://boardgamegeek.com/boardgame/216459/the-lost-expedition,6.658,7.04,7282.0,"Description from the publisher:

Legendary explorer Percy Fawcett marched deep into the Amazon in search of El Dorado. He was never seen again. Your team has gone in search of him, but now you hope to escape the jungle with the greatest treasure of all: your life.

Make the best of your food, your ammunition, and your health in The Lost Expedition as you plunge deep into the jungle. Choose your path carefully to ensure you're ready for the pitfalls that may occur. Play solo or cooperatively to survive the expedition, or play in teams to see which group can escape the jungle first.

Errata:
In the 'head-to-head' rules, the diagram shows more cards than can legally be played. The rules-as-written are correct.

",2017,1,5,30,50,14,1.8645,"[{'min': 1, 'max': 1}]",['Peer Sylvester'],"['Cooperative Game', 'Hand Management', 'Solo / Solitaire Game']","['Adventure', 'Card Game', 'Exploration']"
931,Ohanami,https://boardgamegeek.com/boardgame/270314/ohanami,6.657,7.29,4024.0,"Ohanami consists of a deck of 120 cards that are numbered from 1-120, with each card having one of four symbols on it. The game lasts three rounds, with players scoring at the end of each round, in addition to bonus scoring at the end of the game.

At the start of a round, each player receives a hand of ten cards. Each player chooses two cards, then passes the remaining cards to the left. All players reveal their cards at the same time, then decide whether to use 0, 1, or 2 of them in personal rows of cards. When you start a row, you can use any card; to add a card to an existing row, that card must be higher than the row's highest card or lower than the lowest one. A player can have at most three rows of cards. Discard any cards you don't use.

Players repeat this drafting, passing, and playing process until they have played ten cards. The first round ends, and players now receive 3 points for each blue card in their rows.

Players then receive a new hand of ten cards to start round 2, once again choosing two cards and passing the rest, but now to the right. Players continue building on the rows that they already have, scoring 3 points for each blue card and 4 points for each green card at the end of round two.

For round three, players have ten more cards and pass cards to the left once again. At the end of this round, players once again score for their blue and green cards, while also receiving 7 points for each gray card in their rows. Additionally, each player scores for their pink cherry blossom cards, with these cards having a pyramidal scoring structure: one card = 1 point, two cards = 3, three cards = 6, etc. Whoever has the highest total score wins!

",2019,2,4,20,20,8,1.1277,"[{'min': 3, 'max': 3}]",['Steffen Benndorf'],"['Closed Drafting', 'Ordering', 'Pattern Building', 'Set Collection']","['Card Game', 'Number']"
932,Coffee Roaster,https://boardgamegeek.com/boardgame/196526/coffee-roaster,6.657,7.34,3621.0,"Coffee Roaster is a solitaire pool-building game. You choose a variety of coffee beans you want to roast, and put a number of tokens specific to that variety into a bag. Each turn, you draw a number of bean tokens randomly from the bag to advance their roast level. When you are finished, you make a cup-testing to check the taste of your coffee and score points accordingly. Each variety has its own target roast level, but approaching the target is not enough for perfect roasting; you also have to even out the roast level of each bean, while not spoiling the flavor of that variety.

You also have to screen out smoke tokens and burnt bean tokens that hinder your roasting, and reject bean tokens that spoil the taste. It is important to control the contents of your bag utilizing flavor effects and unique effects caused by placing tokens on the roast board.

There are 22 varieties of beans in the game. In one game, you try to roast three of them, and your roaster title is awarded based on the total score. Enjoy the world of coffee-roasting, and aim for the ultimate title &quot;Meister&quot;.

&bull;&bull;&bull;

「COFFEE ROASTER」は１人用ゲームです。ターンごとに袋の中に入れた規定数の豆トークンの焙煎度を上昇させていき、最後のカップテストで味を確かめ得点を計算します。おいしい焙煎コーヒーにするためには、狙った焙煎度に近づけるだけでなく、豆の煎り具合を揃えたり、特徴を醸し出すフレーバーを残したりする必要があります。
妨げとなる煙チップや焦げ豆チップ、また味を損なう欠点豆チップの排除にも気をつけましょう。フレーバー効果や焙煎ボードへチップを配置することで得る特殊効果を駆使して、袋の中の状態をうまくコントロールすることが重要です。
登場する豆は２２種類。そのうち３つの豆の焙煎に挑戦した合計値が焙煎職人としてのあなたのランクです。最高位マイスターの称号を勝ち取るべく、焙煎の世界を存分に楽しんでください。

",2015,1,1,10,30,12,2.1083,"[{'min': 1, 'max': 1}]",['Saashi'],"['Deck, Bag, and Pool Building', 'Memory', 'Once-Per-Game Abilities', 'Push Your Luck', 'Solo / Solitaire Game', 'Variable Set-up']",['Industry / Manufacturing']
933,Combat Commander: Pacific,https://boardgamegeek.com/boardgame/28181/combat-commander-pacific,6.657,8.11,1738.0,"Combat Commander:Pacific is a card-driven board game covering tactical infantry combat in the Pacific Theater of World War II. CC:P's main theme is the addition of three new factions to the Combat Commander family:

    Imperial Japan
    the Pacific US - with a strong emphasis on the US Marine Corps
    the Pacific Commonwealth - focusing on Indian and ANZAC forces


CC:P is a stand alone game in the card-driven Combat Commander game series. While utilizing Combat Commander: Europe&#039;s basic rules, CC:P includes numerous rule tweaks and additions in order to more accurately portray tactical warfare as experienced by the participants in and around the Pacific and Indian Oceans. This slightly ramps up the complexity of the Combat Commander series while at the same time imparting a bit more depth and realism. Just a few of the additions include:

Banzai attacks;
BARs and Thompson SMGs;
Beach landings &amp; river crossings;
Hidden movement;
Caves;
Scouts;
Aircraft;
Bayonets;
Mortar spotting;
Treetop snipers;
Reconnoitering.

SCALE: Each hex of a Combat Commander map is roughly 100 feet across (about 30 meters). Each complete Player Turn abstractly represents several seconds of real time. Each complete Game Turn abstractly represents several minutes of real time.

UNITS: Due in part to the unique composition of late-war USMC squads and the imbedding of specialized weapon teams within IJA squads, the units in the game are represented by 4-6 man Teams and 8-13 man Squads. Radios &mdash; and individual weapons larger than a rifle &mdash; are represented by their own counters. Individual Aircraft are also represented with their own counters.

VICTORY: Players attempt to achieve victory by moving their combat units across the game map to attack their opponent&rsquo;s combat units and occupy as many objectives as possible. The degree to which a player succeeds or fails is measured by a scenario&rsquo;s specific Objective chits, the destruction of enemy units, and the exiting of friendly units off the opponent&rsquo;s board edge.

GAME FLOW: A game of Combat Commander is divided into several Time segments. There is no sequence of play to follow, however: each Time segment is divided into a variable number of Player Turns, each of which may consist of one or more Fate Card &quot;Orders&quot; conducted by the active player. Fate Card &quot;Actions&quot; may generally be conducted by either player at any time. &quot;Events&quot; and die roll &quot;Triggers&quot; &mdash; both good and bad &mdash; will occur at random intervals to add a bit of chaos and uncertainty to each player&rsquo;s perfect plan.

CC:P includes twelve maps featuring terrain specific to the PTO.

CC:P's playbook includes:

    twelve scenarios.
    Pacific version of the Random Scenario Generator utilizing the new maps and nationalities. This random scenario system provides an almost unending variety of map configurations, force structures, and combat situations.
    section detailing the differences between CC:P and Combat Commander's first two volumes in order that players familiar with those earlier games can jump right into their first scenario with minimal rules reading.
    examples of play.
    Design &amp; Development notes as well as numerous play hints.


Components:

     352x large counters (5/8&quot;) 
     280x small counters (1/2&quot;) 
     220x 2.5 x 3.5 cards 
     6x 2-sided 17 x 22 maps (twelve maps in total)
     3x 2-sided 8.5 x 11 nation-specific player aid sheets 
     2x 1-sided 8.5 x 11 generic player aid sheets 
     1x 32-page Rulebook
     1x 32-page Playbook
     1x Track Display


NOTE: Combat Commander:Pacific is a stand-alone game. You do NOT need to own any other Combat Commander game in order to play it, though familiarity with the system would be a plus.

		
		
		
		
		
		
		
		
		

",2008,2,2,180,180,12,3.2367,"[{'min': 2, 'max': 2}]","['John Foley', 'Chad Jensen', 'Kai Jensen']","['Campaign / Battle Card Driven', 'Hexagon Grid', 'Line of Sight', 'Scenario / Mission / Campaign Game', 'Simulation', 'Variable Phase Order']","['Wargame', 'World War II']"
934,La Granja: Deluxe Master Set,https://boardgamegeek.com/boardgame/341945/la-granja-deluxe-master-set,6.657,8.32,1488.0,"La Granja: Deluxe Master Set is an upgraded and expanded version of the 2014 game La Granja in which 1&ndash;4 players manage small farms by the Alpich pond near the village of Esporles on Majorca.

The players must carefully consider the decisions of which dice to draft, which cards to play, when and where to deliver goods to various markets, and how best to utilize the flexible powers afforded by several &quot;anytime&quot; actions.

The multi-use cards offer four different options for players to choose from. Decide whether you want to use the card as an extension to your fields (increasing your ability to grow olives, grain, or grapes), as an extension to your farm (increasing the number of pigs you can house, the deliveries you can make, or the coins you will earn each round), as a market barrow (providing a personal contract you can fulfill for valuable rewards), or as a hired helper (each providing a unique and powerful ability to improve your actions).

				
				
					Game RoundEach game round follows a consistent and simple structure.


     Farm Phase
         Play a farm card (optional)
         Draw new card(s)
         Take income
         Farm growth (harvest goods and pigs)
         Purchase roof markers (optional)
    
     Revenue Phase
         Roll revenue dice
         Draft a revenue die and perform the associated action (in turn order; repeated once)
         Common action (undrafted revenue die)
    
     Transportation Phase
         Choose donkey marker
         Advance on siesta track and reset turn order
         Deliver goods to common markets in the village, or to fulfill personal contracts
    
     Scoring Phase
         Score victory points based on your position on the siesta track
         Reset the siesta track
    


At the end of the sixth game round, the game ends, wherafter the players convert remaining farm goods and coin into victory points. The player with the most victory points is crowned the winner.

				
				
					Deluxe Master SetWhile La Granja Deluxe Master Set reimplements the beloved original game, it also adds a lot of never-before seen content, including modular expansion content designed by Michael Keller and Andreas &quot;ode.&quot; Odendahl themselves.

Additional expansion modules have been designed by Stefan Feld, Adam Kwapiński, and Andrei Novac.

Many others have also participated in designing promo cards for La Granja Deluxe Master Set, including Tony Boydell, Mike Murphy, and David Waybright.

This Deluxe Master Set features brand new artwork, redesigned multi-layer player boards, high quality upgraded components, metal coins, and more.

&mdash;description from the publisher

",2023,1,4,90,120,14,3.5224,"[{'min': 3, 'max': 3}]","['Michael Keller (II)', 'Andreas ""ode."" Odendahl', 'Tony Boydell', 'Stefan Feld', 'Kevin Hendranata', 'Błażej Kubacki']","['Action Drafting', 'Area Majority / Influence', 'Automatic Resource Growth', 'Dice Rolling', 'Hand Management', 'Income']","['Dice', 'Economic', 'Farming']"
935,Yedo,https://boardgamegeek.com/boardgame/117915/yedo,6.656,7.35,3839.0,"Japan, 1605 &ndash; Hidetada Tokugawa has succeeded his father as the new Shogun, ruling from the great city of Edo (a.k.a. Yedo), the city known in present times as Tokyo. This marks the beginning of the golden age of the Tokugawa Shogunate and the so-called Edo Period that will last until 1868. Naturally, the most powerful families in Edo immediately try to curry favor with the new Shogun &ndash; and this is the opportunity our clan has been looking for, our chance at power and glory. Our clan will prove ourselves to be indispensable to the new Shogun. We will work from the shadows to acquire information about our rival clans. We will kidnap those who might oppose our ascent and assassinate those who prove a threat. We will use cunning to prevent our adversaries from doing the same to us. We will find glory and honor in the eyes of this new Shogun &ndash; or failing that we will end his rule by any means necessary.

In the strategy game Yedo, players assume the roles of Clan Elders in the city of Edo during the early years of the Tokugawa Shogunate. The object of the game is to amass Prestige Points, mainly by completing missions. To do so, players must gather the necessary assets and &ndash; most importantly &ndash; outfox their opponents and prevent them from completing their missions.

There are several ways to reach your goal. Will you try to complete as many missions as possible and hope that your efforts catch the Shogun's eye? Or will you choose a more subtle way of gaining power by trying to influence the Shogun during a private audience? You can also put your rivals to shame by buying lots of luxury goods from the European merchants. It's all up to you &ndash; but be careful to make the right choices, for in Yedo, eternal glory and painful disgrace are two sides of the same coin...

",2012,2,5,120,180,14,3.3374,"[{'min': 4, 'max': 4}]","['Thomas Vande Ginste', 'Wolf Plancke']","['Action Queue', 'Auction/Bidding', 'Hand Management', 'Map Deformation', 'Set Collection', 'Worker Placement']",['Medieval']
936,Forbidden Island,https://boardgamegeek.com/boardgame/65244/forbidden-island,6.656,6.76,51159.0,"Forbidden Island is a visually stunning cooperative board game. Instead of winning by competing with other players like most games, everyone must work together to win the game. Players take turns moving their pawns around the 'island', which is built by arranging the many beautifully screen-printed tiles before play begins. As the game progresses, more and more island tiles sink, becoming unavailable, and the pace increases. Players use strategies to keep the island from sinking, while trying to collect treasures and items. As the water level rises, it gets more difficult- sacrifices must be made.

What causes this game to truly stand out among co-op and competitive games alike is the extreme detail that has been paid to the physical components of the game. It comes in a sturdy and organized tin of good shelf storage size. The plastic treasure pieces and wooden pawns are well crafted and they fit just right into the box. The cards are durable, well printed, and easy to understand. The island tiles are the real gem: they are screen-printed with vibrant colors, each with a unique and pleasing image.

With multiple levels of difficulty, different characters to choose from (each with a special ability of their own), many optional island formats and game variations available, Forbidden Island has huge replay value. The game can be played by as few as two players and up to four (though it can accommodate five). More players translates into a faster and more difficult game, though the extra help can make all the difference. This is a fun game, tricky for players of almost any age. Selling for under twenty dollars, oddly, Forbidden Island is a rare game of both quality and affordable price.
 For those who enjoy Forbidden Island, a follow-up project by Gamewright titled Forbidden Desert was released in 2013.

From the publisher's website:

Dare to discover Forbidden Island! Join a team of fearless adventurers on a do-or-die mission to capture four sacred treasures from the ruins of this perilous paradise. Your team will have to work together and make some pulse-pounding maneuvers, as the island will sink beneath every step! Race to collect the treasures and make a triumphant escape before you are swallowed into the watery abyss!

",2010,2,4,30,30,10,1.7344,"[{'min': 4, 'max': 4}]",['Matt Leacock'],"['Action Points', 'Cooperative Game', 'Grid Movement', 'Hand Management', 'Map Reduction', 'Modular Board']","['Adventure', 'Fantasy', 'Science Fiction']"
937,Qwixx,https://boardgamegeek.com/boardgame/131260/qwixx,6.655,6.87,13726.0,"Qwixx is a quick-playing dice game in which everyone participates, no matter whose turn it is. Each player has a scoresheet with the numbers 2-12 in rows of red and yellow and the numbers 12-2 in rows of green and blue. To score points you want to mark off as many numbers as possible, but you can mark off a number only if it's to the right of all marked-off numbers in the same row.

On a turn, the active player rolls six dice: two white and one of each of the four colors listed above. Each player can choose to mark off the sum of the two white dice on one of their four rows, then the active player can choose to mark off the sum of one colored die and one white die in the row that's the same color as the die. The more marks you can make in a row, the higher your score for that row. Fail to cross off a number when you're the active player, however, and you must mark one of four penalty boxes on your scoresheet. If you mark off the 2 or 12 in a row and have at least five numbers marked in that row, you get to also mark off the padlock symbol in that row, locking everyone else out of this color.

When either a player has four penalty boxes marked or a second color is locked, the game ends immediately. Players then tally their points for each color, sum these values, then subtract five points for each marked penalty box. Whoever has the highest score wins.

",2012,2,5,15,15,8,1.1097,"[{'min': 4, 'max': 4}]",['Steffen Benndorf'],"['Bingo', 'Dice Rolling', 'Paper-and-Pencil']","['Dice', 'Math', 'Number']"
938,Rhino Hero,https://boardgamegeek.com/boardgame/91514/rhino-hero,6.655,6.91,11292.0,"Super Rhino! presents players with an incredibly heroic &ndash; and regrettably heavy &ndash; rhinoceros who is eager to climb a tall building and leap other tall buildings in a single bound. First, though, you need to construct that building.

Players each start the game with five roof cards, and they take turns adding walls and roofs to a single building. On a turn, you first place walls on the highest floor, then you choose a roof card in your hand and place it on the wall. Each roof card bears markings that indicate where the next player must place walls on the card. In addition, some roof cards force a player to perform special actions, such as placing a second roof, changing the direction of play, or moving Super Rhino to a new location on the tower. Keep your hands steady!

The first player to build all of their roof cards wins the game. Alternatively, if the building collapses, the player who caused the collapse automatically loses, and the player with the fewest roof cards in hand wins.

Similar to Turmbau zu Babel

",2011,2,5,5,15,5,1.0219,"[{'min': 3, 'max': 3}]","['Scott Frisco', 'Steven Strumpf']","['Hand Management', 'Lose a Turn', 'Score-and-Reset Game', 'Stacking and Balancing']","['Action / Dexterity', 'Animals', ""Children's Game"", 'Party Game']"
939,Spyrium,https://boardgamegeek.com/boardgame/137269/spyrium,6.655,7.04,6345.0,"Spyrium is set in an alternate world, an England set in a steampunk-based universe. Players build factories, needing workers to manage the production of a commodity previously unknown to us called &quot;Spyrium&quot;. Producing Spyrium in one factory, then processing it in the next results in victory points (VPs) for that particular player. Alternatively, Spyrium can be purchased, but the material is rare and expensive, and players are constantly scraping for money.

Only those who from the beginning of the game manage to increase their regular income or their base of permanently employed workers (who can be used again and again to raise money) will be flexible enough to get their hands on the important end-of-game buildings to generate many VPs.

The circular nature of the game is flexible as each player can decide for himself when to move out of the placement phase and into the activation phase. With the two tracks in the game, those involved with delivery during the worker phase can then be used to raise money, to purchase an adjacent card, or to work on their own in an idle factory. All of these things are important, but in the end only the player who has dealt best with the lack of money, workers, and Spyrium will win.

",2013,2,5,75,75,12,2.8931,"[{'min': 4, 'max': 4}]",['William Attia'],"['Auction: Dutch Priority', 'Events', 'Income', 'Worker Placement']","['City Building', 'Economic', 'Industry / Manufacturing', 'Science Fiction']"
940,Roam,https://boardgamegeek.com/boardgame/267319/roam,6.654,7.29,3993.0,"Welcome to Arzium, land of ancient civilizations, bizarre creatures, unexplained wonders, and vibrant characters.

A great sleeping sickness has spread across the land, sending every type of creature to roam for hundreds of miles in a dazed, incoherent march. It's your job to seek them out and wake them from their sleepwalk, recruiting them to help you find even more lost souls!

In Roam, you and up to three friends compete to find lost adventurers. The game includes more than fifty unique, tarot-sized adventurer cards, which feature characters from Near and Far, Above and Below, and Islebound. The opposite side of each card depicts a landscape split into six squares, and two rows of three of these cards are placed in the center of the playing area to make the board.

Each turn, you may activate one of the adventurer cards in your party by flipping the card face down. Activating an adventurer allows you to place search tokens on the board in the shape depicted on your adventurer card. When every square on a landscape card has been searched, the player who did the most claims the card, finding the lost adventurer and adding them to their party. Each adventurer you add to your party gives you points and a new search pattern that you can use.

When searching, you also claim coins, which can be spent to use special actions or purchase artifacts with useful powers. When one player has ten adventurers in their party, the game ends, and the player with the most points wins.

&mdash;description from the publisher

",2019,2,4,30,45,8,1.8202,"[{'min': 3, 'max': 3}]",['Ryan Laukat'],"['Action Retrieval', 'Area Majority / Influence', 'Auction Compensation', 'Grid Coverage', 'Square Grid']","['Card Game', 'Fantasy']"
941,Washington's War,https://boardgamegeek.com/boardgame/38996/washingtons-war,6.654,7.61,2612.0,"(from GMT's website:)

Washington&rsquo;s War is the long awaited re-design of the original card driven game, We the People. Washington's War, like its predecessor, pits the forces of a world power (England) against its rebellious American colonists as they fight for their independence.

Washington&rsquo;s War is a true re-design that maintains the deep strategy of We the People while creating a game with a very short playing time (approximately 90 minutes). Unlike most wargames, Washington's War allows you and your opponent to play twice while switching sides in one sitting. This feature allows for rapid tournament play either face-to-face or on the Internet. Washington's War is the perfect antidote for a time conscious crowd whose only option up to now have been Eurogames.

Washington&rsquo;s War features a dice-driven combat system that quickly resolves combat and is very friendly to Internet play. The game also features a new CDG discard mechanic that makes every card in your hand playable by allowing your opponent to buy his discarded events for an operations card. Now, unusual card distributions create challenges and not insurmountable barriers for advancing your strategy.

The biggest design changes between We the People and Washington's War, besides the aforementioned new game mechanics, is the increased emphasis on the asymmetrical capabilities of the two sides. The British are a conventional army with a dominant naval capability that gives them great strengths in the coastal regions. The Americans are an unconvential force with a small Contintental Army led by George Washington who yearn for French intervention. While the British struggle to expand their influence inland, the Americans struggle to keep their militia forces in the field. In the end it is the side that is better able to play to their strengths and protect their vulnerabilities that prevails in Washington's War.

Washington&rsquo;s War was broadly tested on the Internet in a tournament format to ensure clarity of rules under the stresses of competition. What was old is new again...be the man on the white horse and father a new nation, or be a king trying to save his empire during a world war.

COMPONENTS:
 * 2 Double-thick Counter Sheets
 * MOUNTED 22&quot;x34&quot; Map
 * 110 Event Cards
 * 2 6-sided dice
 * Rule Book
 * Play Book
 * 2 Player Aid Cards

DESIGNER: Mark Herman
DEVELOPER: Joel Toppen
ART DIRECTOR: Rodger B. MacGowan
MAP &amp; CARD ART: Mark Simonitch
COUNTER ART: Harold Lieske


(BGG description:)

Washington&rsquo;s War is a card-driven game on the American Revolution. It pits the forces of King George III against the American colonists as they fight for their independence. In Washington&rsquo;s War, you assume the role of either:


     The King of Great Britain as he tries to bring his rebellious colonies back into the Empire, while at the same time dealing with a global war against ancient enemies bent on revenge for their losses in the Seven Years War; OR
     The Continental Congress as they battle the forces of Britain, while trying to rally their countrymen to the cause of liberty.


Washington&rsquo;s War is not just a re-tread of my earlier design on the same subject, but a true re-design that is keeping the basic feel while simplifying and speeding up what was already a fast paced game. Washington&rsquo;s War features a dice-driven combat system that quickly resolves combat and is very friendly to internet play. The game also features a new CDG discard mechanic that enables a player to play a discarded event for the cost of an operations card. Now unusual card distributions create challenges and not insurmountable barriers to push your strategy forward. Washington&rsquo;s War is being broadly tested on the internet to give players a voice and a source of input prior to publication. What was old is new again&hellip;. Be the man on the white horse and forge a nation or save an empire.

",2010,2,2,90,90,0,2.8773,"[{'min': 2, 'max': 2}]",['Mark Herman'],"['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Movement Points', 'Point to Point Movement', 'Simulation']","['Age of Reason', 'American Revolutionary War', 'Wargame']"
942,Werewords,https://boardgamegeek.com/boardgame/219215/werewords,6.651,7.12,5325.0,"In Werewords, players guess a secret word by asking &quot;yes&quot; or &quot;no&quot; questions. Figure out the magic word before time is up, and you win! However, one of the players is secretly a werewolf who is not only working against you, but also knows the word. If you don't guess the word in time, you can still win by identifying the werewolf!

To help you out, one player is the Seer, who knows the word but must not to be too obvious when helping you figure it out; if the word is guessed, the werewolf can pull out a win by identifying the Seer!

A free iOS/Android app provides thousands of words in hundreds of categories at various difficulty levels, so everyone can play.

",2017,4,10,10,10,8,1.1538,"[{'min': 6, 'max': 7}]",['Ted Alspach'],"['Hidden Roles', 'Roles with Asymmetric Information', 'Traitor Game', 'Variable Player Powers', 'Voting']","['Deduction', 'Party Game', 'Real-time', 'Word Game']"
943,Mahjong,https://boardgamegeek.com/boardgame/2093/mahjong,6.651,7.05,7640.0,"Mah-Jongg (Chinese 麻將/麻将 M&aacute;ji&agrave;ng [game of the] sparrow) is a traditional Chinese game using illustrated tiles, with game play similarities to rummy.  It is a popular gambling game, but wagering real stakes is by no means necessary to have fun playing.

The tiles consist of three suits numbering 1-9 (Dots, Numbers or Characters, and Bamboo, the &quot;Ace&quot; of which almost always looks like a bird), three different dragons (Red, Green, and White [white is unusual in that it may look like a silvery dragon, or like a picture frame, or blank - think &quot;White dragon in a snowstorm&quot;), and the four winds (east, south, west, and north).  There are four copies of each tile.  This totals to 136 tiles. In addition, special Flower, Season, and Joker (American version) tiles may also be used.

Four players take turns drawing from a stock (the wall), or from the other players' discards, in an attempt to form sets of numeric sequences (e.g., 5-6-7 of the same suit, which can only be drawn from the player at one's left, by calling &quot;Chow&quot;), triplets and quadruplets (which can be drawn from the discards out-of-turn by calling &quot;Pung&quot;), pairs, and other patterns. &quot;Pung&quot; takes precedence over &quot;Chow&quot;, and &quot;Mah Jongg&quot; takes precedence over all (and is the only situation one may draw &quot;Chow&quot; out-of-turn.) What happens if a single discard would give two (or more!) players &quot;Mah Jongg&quot;? Precedence goes to the player who would play next in normal sequence.

Originating in China in the mid-19th century, it was introduced to the U.S. in the 1920s.  It is now played in different forms throughout Asia, Europe, North America, Australia, and New Zealand.  Although the rules for game play are fairly constant, there are an immense variety of scoring schemes.  A few general categories of rule-sets include:  Chinese Classical, Hong Kong Old Style, Japanese, Taiwanese, Western, and American.

",1850,3,4,120,120,8,2.572,"[{'min': 4, 'max': 4}]",['(Uncredited)'],"['Hand Management', 'Set Collection']",['Abstract Strategy']
944,"13 Days: The Cuban Missile Crisis, 1962",https://boardgamegeek.com/boardgame/177590/13-days-the-cuban-missile-crisis-1962,6.65,7.21,4517.0,"Experience the dense Cold War suspense and scratch that Twilight Struggle itch in only 45 minutes.

13 Days: The Cuban Missile Crisis is a nail-biting, theme saturated two-player strategy game about the Cuban Missile Crisis. Your fate is determined by how well you deal with the inherent dilemmas of the game, and the conflict.

1) Will you push to gain prestige at the risk of escalating the crisis to global nuclear war?
2) How do you best manage your hand of cards to further your own plans while depriving your opponent of options?

Work out these dilemmas in order to emerge as victor of the Cuban Missile Crisis after thirteen suspenseful days.

13 Days: The Cuban Missile Crisis is a meaty filler utilizing the card-driven game mechanisms. Rich with history, yet accessible to gamers with no prior knowledge of the crisis. It is targeted specifically at catering to two groups of gamers: the enthusiasts that just don't have the time they used to and the curious newcomers that are scared off by the heavy commitment and long play times of the classics in the genre.

Official FAQ/ERRATA
Designer Diary

",2016,2,2,45,45,10,2.3265,"[{'min': 2, 'max': 2}]","['Asger Harding Granerud', 'Daniel Skjold Pedersen']","['Action/Event', 'Advantage Token', 'Area Majority / Influence', 'Campaign / Battle Card Driven', 'End Game Bonuses', 'Hand Management']","['Bluffing', 'Modern Warfare', 'Political', 'Wargame']"
945,Smart10,https://boardgamegeek.com/boardgame/241590/smart10,6.649,7.49,2989.0,"Smart10 is a quiz game where a player doesn't need to wait for one's turn for long. 
There are ten possible answers to each question, and every player gets to answer every question. 
If the answer is correct, the player gets an answer marker. 
But should you answer or pass?
If you don't score your answer markers on time (and thereby pass on this round), you can end up losing them.
So if you are not 100% certain of an answer - do you gamble or do you pass?
Plays great in teams.

",2017,2,8,20,120,10,1.1493,"[{'min': 3, 'max': 4}]","['Christoph Reiser', 'Arno Steinwender']",['Push Your Luck'],"['Party Game', 'Trivia']"
946,Startups,https://boardgamegeek.com/boardgame/223770/startups,6.648,7.2,4573.0,"Description from the publisher:

There are six companies that will change the world as we know it! You can be part of their success and be an investor. Try to become rich by making the right decisions!

Only the biggest investor can get money out of each company. You must try to read the next steps of your rivals and use your capital and your three hidden cards to win against them and become the biggest shareholder!

You have to be lucky in this game but you must also think about your moves and analyze your rivals! You can play this card game with only a few players but also with many!

",2017,3,7,20,20,10,1.5765,"[{'min': 4, 'max': 4}]",['Jun Sasaki'],"['Area Majority / Influence', 'Hot Potato', 'Increase Value of Unchosen Resources', 'Investment', 'Score-and-Reset Game', 'Set Collection']","['Card Game', 'Economic']"
947,Hyperborea,https://boardgamegeek.com/boardgame/119788/hyperborea,6.647,7.17,4993.0,"The mythical realm of Hyperborea was ruled by an ancient civilization that used magical crystals as their main source of energy. With time, the Hyperboreans became greedy, and their search for power in the deep made the crystals unstable, causing earthquakes, mutations, droughts and floods. Hyperboreans just dug deeper, and only a few wise mages, foreseeing the inevitable, built an unbreakable magical barrier. When the unharnessed magical energy was unleashed from the deep, the Hyperborean civilization was destroyed in a single day, only the magical barrier preventing the disappearance of life from the whole land. The survivors living in the small outposts outside Hyperborea were now sealed out by the barrier. The knowledge of crystals was declared forbidden it was because too dangerous, or simply forgotten.

Over centuries, six rival realms were born from the ashes of the Hyperborean civilization: the militarist Red Duchy; the Emerald Kingdom and its death-delivering archers; the Purple Matriarchy fanatically worshipping the goddess of life; the skilled diplomats and merchants of the Golden Barony; the Coral Throne with its efficiently organized society and finally the secluded and enigmatic Celestial Reign.

The fragile peace between the different realms was not intended to last. One day, the magical barrier suddenly collapsed. A whole new land stood in front of the six kingdoms, still haunted by the old Hyperboreans turned into harmless but ominous ghosts, full of ruins to discover and cities to explore. Each realm is now sending its best warriors and explorers to Hyperborea in order to achieve dominance over their rivals, but which will prevail? Brutal strength or deep understanding of science? The discovery of valuable artifacts in the lost ruins or the retaking of long, lost cities? Only you, as the leader of one of the factions, can lead your people to the ultimate dominance over Hyperborea!

Set in a mythical land of the same name, Hyperborea is a light civilization game for 2 to 6 players that takes 20-25 minutes per player. The game begins at the time when the magic barrier protecting access to the mythical continent of Hyperborea suddenly falls.

Each player takes the role of the leader of a small kingdom situated just outside the now open to be conquered and explored land. Her kingdom has limited knowledge of housing, trade, movement, warfare, research, and growth, but new and exciting powers are hidden in Hyperborea. During the game, this kingdom will grow in numbers and raise armies, extend its territory, explore and conquer, learn new technologies, etc...

The game's main mechanism, which can be described as &quot;bag-building&quot;, involves you building a pool of &quot;civilicubes&quot;. Each cube represents specializations for your kingdom: war, trade, movement, building, knowledge, growth. Grey cubes represent corruption and waste, and players will acquire them by developing new technologies. (Power corrupts by its own definition, and the more complex a society becomes, the more waste it generates.) Each turn, players draw three random cubes from their bags, then use them to activate knowledge (technologies) they own.

",2014,2,6,50,150,14,3.1587,"[{'min': 4, 'max': 4}]","['Andrea Chiarvesio', 'Pierluca Zizzi']","['Action Drafting', 'Area Majority / Influence', 'Deck, Bag, and Pool Building', 'Grid Movement', 'Hexagon Grid', 'Modular Board']","['Civilization', 'Exploration', 'Fantasy', 'Fighting']"
